IC - NGC,Name,Messier,NGC,IC,Object Type abrev.,Object type,ra,dec,Constellation,Major axis,Minor axis,Position angle,b_mag,v_mag,j_mag,h_mag,k_mag,Surface Brigthness,Hubble (only Galaxies),Cstar U-Mag (only Planetary Nebulae),Cstar B-Mag (only Planetary Nebulae),Cstar V-Mag (only Planetary Nebulae),Cstar Names (only Planetary Nebulae),identifiers,common_names,ned_notes,openngc_notes,Image
IC,IC2666,,,,G,Galaxy,11:15:43.77,+13:46:56.1,Leo,1.07,0.72,167,14.6,,11.5,10.75,10.53,23.05,S0-a,,,,,2MASX J11154377+1346559,,,,
NGC,NGC4824,,,,*,Star,12:56:36.37,+27:25:57.5,Com,,,,,,,,,,,,,,,SDSS J125636.36+272557.4,,,,
IC,IC4724,,,,G,Galaxy,18:38:40.28,-70:07:32.4,Pav,0.83,0.4,158,15.12,,12.21,11.53,11.42,23.48,,,,,,2MASX J18384023-7007324,,,,
IC,IC2667,,,,G,Galaxy,11:15:44.04,+12:07:00.6,Leo,0.63,0.51,173,16.68,,,,,24.56,E,,,,,2MASX J11154408+1207009,,,,
NGC,NGC4829,,,,G,Galaxy,12:57:24.48,-13:44:15.0,Vir,0.58,0.37,106,16.09,,12.76,12,11.91,23.67,E,,,,,2MASX J12572449-1344151,,,,
IC,IC4728,,,,G,Galaxy,18:37:57.00,-62:31:51.3,Pav,2.22,0.76,172,14.25,,10.24,9.45,9.17,24.01,SBab,,,,,2MASX J18375700-6231511,,,,
IC,IC2668,,,,G,Galaxy,11:15:32.28,-14:10:15.9,Crt,1.55,0.54,140,14.59,,11.72,11.04,10.66,23.79,SBa,,,,,2MASX J11153229-1410158,,,,
NGC,NGC4830,,,,G,Galaxy,12:57:27.91,-19:41:28.6,Vir,2.31,1.49,164,12.68,,9.8,9.07,8.85,23.63,E-S0,,,,,2MASX J12572790-1941286,,,,
IC,IC4729,,,,G,Galaxy,18:39:56.43,-67:25:32.5,Pav,1.31,0.69,61,13.59,,10.64,10.05,9.53,22.11,Sc,,,,,2MASX J18395639-6725325,,,,
IC,IC2673,,,,G,Galaxy,11:16:04.13,+10:09:45.2,Leo,0.85,0.55,35,15.3,,13.92,13.4,13.22,23.57,Sc,,,,,2MASX J11160413+1009445,,,,
NGC,NGC4832,,,,G,Galaxy,12:57:47.53,-39:45:42.1,Cen,2.14,1.48,35,13.17,,9.89,9.17,8.93,23.69,S0,,,,,2MASX J12574754-3945421,,,,
IC,IC4731,,,,G,Galaxy,18:38:42.98,-62:56:34.9,Pav,1.55,0.76,80,13.84,,10.05,9.34,9.06,23.41,S0-a,,,,,2MASX J18384297-6256346,,,,
IC,IC2675,,,,*,Star,11:16:10.81,+12:14:57.5,Leo,,,,,,,,,,,,,,,SDSS J111610.80+121457.5,,,,
NGC,NGC4833,,,,GCl,Globular Cluster,12:59:34.94,-70:52:28.5,Mus,8.4,,,8.72,7.79,,,,,,,,,,C 105,,,,
IC,IC4739,,,,G,Galaxy,18:40:50.98,-61:54:05.6,Pav,0.95,0.57,95,15.18,,12.84,12.26,12.27,23.37,Sbc,,,,,2MASX J18405094-6154054,,,,
IC,IC2676,,,,G,Galaxy,11:16:18.51,+09:49:18.6,Leo,0.14,0.11,155,17.69,,,,,21.97,Sc,,,,,2MASX J11161848+0949188,,,,
NGC,NGC4835,,,,G,Galaxy,12:58:07.84,-46:15:51.2,Cen,3.3,0.68,150,12.31,11.74,9.26,8.5,8.18,22.57,Sbc,,,,,2MASX J12580782-4615511,,,,
IC,IC4746,,,,G,Galaxy,18:45:54.51,-72:40:05.6,Pav,0.57,0.48,0,,,,,,,,,,,,PGC 062371,,,,
IC,IC2680,,,,G,Galaxy,11:16:25.53,+09:48:25.7,Leo,0.79,0.28,132,15.6,,13.41,12.7,12.29,23.82,S0-a,,,,,2MASX J11162551+0948259,,,,
NGC,NGC4837 NED02,,,,G,Galaxy,12:56:49.90,+48:18:00.4,CVn,0.33,0.28,,16,,,,,,Sd,,,,,MCG +08-24-012,,,,
IC,IC4748,,,,G,Galaxy,18:42:45.96,-64:04:21.6,Pav,1.01,0.88,95,14.33,,11.12,10.44,10.2,23.09,S0,,,,,2MASX J18424592-6404215,,,,
IC,IC2682,,,,**,Double star,11:16:36.12,+09:24:38.8,Leo,,,,,,,,,,,,,,,,,,,
NGC,NGC4840,,,,G,Galaxy,12:57:32.84,+27:36:37.2,Com,0.73,0.7,125,14.8,,11.58,10.84,10.56,22.88,E,,,,,2MASX J12573284+2736368,,,,
IC,IC4753,,,,G,Galaxy,18:43:32.62,-62:06:28.6,Pav,0.87,0.74,7,14.63,,11.19,10.5,10.24,22.39,E,,,,,2MASX J18433262-6206286,,,,
IC,IC2684,,,,G,Galaxy,11:17:01.05,+13:05:58.7,Leo,0.76,0.57,171,15.4,,,,,24.91,I,,,,,PGC 034438,,,,
NGC,NGC4842A,,,,G,Galaxy,12:57:35.84,+27:29:35.7,Com,0.58,0.57,70,14.9,,11.88,11.18,11,22.91,E,,,,,2MASX J12573584+2729358,,,,
IC,IC4754,,,,G,Galaxy,18:44:00.23,-61:59:24.2,Pav,1.27,1.1,31,14.37,,11.14,10.46,9.98,23.46,SBb,,,,,2MASX J18440025-6159247,,,,
IC,IC2689,,,,G,Galaxy,11:17:19.50,+12:57:35.8,Leo,0.66,0.24,31,16.94,,,,,23.96,Sm,,,,,LEDA 1419739,,,,
NGC,NGC4842B,,,,G,Galaxy,12:57:36.14,+27:29:05.3,Com,0.42,0.29,49,16.3,,13.11,12.47,12.14,23.06,E,,,,,2MASX J12573614+2729058,,,,
IC,IC4758,,,,G,Galaxy,18:46:18.27,-65:45:24.0,Pav,1.04,0.53,142,14.16,,11.44,10.82,10.42,22.45,Sc,,,,,2MASX J18461825-6545240,,,,
IC,IC2691,,,,*,Star,11:17:24.58,+12:01:51.9,Leo,,,,,,,,,,,,,,,SDSS J111724.58+120151.9,,,,
NGC,NGC4843,,,,G,Galaxy,12:58:00.82,-03:37:16.1,Vir,1.98,0.44,91,14.1,,10.49,9.74,9.47,24.04,S0-a,,,,,2MASX J12580082-0337161,,,,
IC,IC4760,,,,G,Galaxy,18:45:45.95,-62:57:30.1,Pav,0.83,0.76,7,15.14,,11.61,11,10.7,23.47,S0,,,,,2MASX J18454603-6257291,,,,
IC,IC2694,,,,G,Galaxy,11:17:38.60,+13:22:34.0,Leo,0.76,0.36,86,15.3,,,,,23.17,SBbc,,,,,PGC 034491,,Possibly a GPair.,,
NGC,NGC4846,,,,G,Galaxy,12:57:47.69,+36:22:14.6,CVn,1.21,0.5,62,14.6,,11.6,10.86,10.76,23.03,SBbc,,,,,2MASX J12574764+3622139,,,,
IC,IC4763,,NGC6679,,Dup,Galaxy,18:33:30.50,+67:08:14.3,Dra,,,,,,,,,,,,,,,,,,,
IC,IC2695,,,,G,Galaxy,11:17:48.57,+13:43:39.6,Leo,0.51,0.39,58,16.53,,,,,23.6,Sbc,,,,,PGC 1438811,,,,
NGC,NGC4853,,,,G,Galaxy,12:58:35.19,+27:35:46.8,Com,0.68,0.57,76,14.68,13,11.62,10.94,10.57,22.3,E-S0,,,,,2MASX J12583518+2735467,,,,
IC,IC4767,,,,G,Galaxy,18:47:41.73,-63:24:20.4,Pav,2,0.44,29,14.67,12.96,10.94,10.26,10.04,24.47,S0-a,,,,,2MASX J18474176-6324204,,,,
IC,IC2697,,,,*,Star,11:17:51.13,+13:23:59.9,Leo,,,,,,,,,,,,,,,SDSS J111751.13+132359.9,,,,
NGC,NGC4858,,,,G,Galaxy,12:59:02.04,+28:06:56.7,Com,0.51,0.42,28,15.5,15.02,13.53,12.84,12.53,22.8,SBb,,,,,2MASX J12590210+2806559,,,,
IC,IC4769,,,,G,Galaxy,18:47:44.05,-63:09:25.2,Pav,1.81,1.1,165,14.09,,11.22,10.54,10.15,23.75,SBbc,,,,,2MASX J18474403-6309254,,,,
IC,IC2707,,,,G,Galaxy,11:18:30.84,+09:28:29.5,Leo,0.46,0.38,148,16.51,,,,,23.49,SBbc,,,,,2MASX J11183086+0928291,,,,
NGC,NGC4860,,,,G,Galaxy,12:59:03.90,+28:07:25.3,Com,1.07,0.94,121,14.7,13.24,11.28,10.62,10.29,23.51,E,,,,,2MASX J12590392+2807249,,,,
IC,IC4775,,,,G,Galaxy,18:48:26.29,-57:11:01.4,Pav,1.51,0.34,17,14.73,,12.39,11.68,11.41,23.36,Sb,,,,,2MASX J18482629-5711014,,,,
IC,IC2713,,,,G,Galaxy,11:19:10.22,+12:09:53.3,Leo,0.59,0.57,40,16.29,,13.22,12.31,11.88,24.01,E,,,,,2MASX J11191020+1209535,,,,
NGC,NGC4865,,,,G,Galaxy,12:59:19.87,+28:05:03.5,Com,0.88,0.42,113,14.6,13.69,11.43,10.74,10.48,22.94,E,,,,,2MASX J12591985+2805038,,,,
IC,IC4776,,,,PN,Planetary Nebula,18:45:50.70,-33:20:35.0,Sgr,0.12,,,11.7,10.8,,,,,,,14.3,14.1,,ESO 396-002,,,,
IC,IC2715,,,,G,Galaxy,11:19:14.39,+11:57:07.8,Leo,0.74,0.37,100,21.01,,,,,28.48,I,,,,,SDSS J111914.39+115707.7,,,,
NGC,NGC4866,,,,G,Galaxy,12:59:27.14,+14:10:15.8,Vir,5.77,0.98,88,11.9,,8.86,8.19,7.92,24.19,S0-a,,,,,2MASX J12592713+1410157,,,,
IC,IC4778,,,,G,Galaxy,18:50:00.37,-61:43:10.2,Pav,1.2,1.03,46,14.15,,11.03,10.44,10.11,23.27,S0-a,,,,,2MASX J18500034-6143103,,,,
IC,IC2722 NED03,,,,G,Galaxy,11:19:44.36,+13:57:46.5,Leo,0.11,0.07,80,17.08,,,,,,Sa,,,,,2MASS J11194435+1357465,,,,
NGC,NGC4867,,,,G,Galaxy,12:59:15.25,+27:58:14.6,Com,0.65,0.5,13,15.5,14.14,12.19,11.51,11,23.32,E,,,,,2MASX J12591525+2758147,,,,
IC,IC4782,,,,G,Galaxy,18:50:54.87,-55:29:28.4,Tel,0.4,0.29,101,14.73,,13.78,13.4,12.76,21.34,Sc,,,,,2MASX J18505490-5529280,,,,
IC,IC2723,,,,G,Galaxy,11:19:47.90,+12:02:00.4,Leo,0.47,0.25,104,17.38,,,,,24.58,E,,,,,2MASX J11194792+1202004,,,,
NGC,NGC4869,,,,G,Galaxy,12:59:23.36,+27:54:41.7,Com,0.77,0.73,0,14.9,13.52,11.64,10.84,10.61,22.66,E,,,,,2MASX J12592333+2754418,,,,
IC,IC4796,,,,G,Galaxy,18:56:27.84,-54:12:50.2,Tel,1.95,1.08,133,13.48,,10.01,9.34,9.06,23.41,S0,,,,,2MASX J18562781-5412500,,,,
IC,IC2726,,,,Other,,11:19:58.44,+13:24:56.1,Leo,,,,,,,,,,,,,,,,,Only a faint star nearby; nominal position.,,
NGC,NGC4871,,,,G,Galaxy,12:59:29.96,+27:57:23.2,Com,0.77,0.57,160,15.1,14.07,12.16,11.32,11.12,23.42,S0,,,,,2MASS J12592995+2757231,,,,
IC,IC4798,,,,G,Galaxy,18:58:20.89,-62:07:06.3,Pav,2.02,1.32,111,13.18,,9.71,8.9,8.73,23.44,S0,,,,,2MASX J18582088-6207063,,,,
IC,IC2729,,,,G,Galaxy,11:20:06.77,+13:24:33.5,Leo,0.43,0.23,177,17.65,,,,,23.9,Sc,,,,,2MASX J11200675+1324333,,,,
NGC,NGC4872,,,,G,Galaxy,12:59:34.04,+27:56:49.0,Com,0.67,0.41,124,14.7,14.1,12.33,11.66,11,22.41,E-S0,,,,,MCG +05-31-068,,,,
IC,IC4802,,,,Other,,18:55:07.09,-22:41:53.9,Sgr,,,,,,,,,,,,,,,,,Clump of stars in NGC 6717; ESO identification is wrong.,,
IC,IC2731,,,,*,Star,11:20:10.27,+13:33:29.8,Leo,,,,,,,,,,,,,,,SDSS J112010.26+133329.7,,,,
NGC,NGC4880,,,,G,Galaxy,13:00:10.57,+12:28:59.9,Vir,2.63,1.97,164,13.3,,10.1,9.32,9.08,23.47,S0-a,,,,,2MASX J13001053+1229001,,,,
IC,IC4805,,,,G,Galaxy,19:02:01.42,-63:02:51.5,Pav,0.76,0.28,26,14.91,,11.44,10.64,10.46,22.73,Sa,,,,,2MASX J19020143-6302514,,,,
IC,IC2732,,,,G,Galaxy,11:20:12.38,+12:24:14.5,Leo,0.4,0.34,114,17.17,,,,,23.76,Sbc,,,,,2MASX J11201239+1224143,,,,
NGC,NGC4882,,NGC4886,,Dup,Galaxy,13:00:04.44,+27:59:15.3,Com,,,,,,,,,,,,,,,,,,,
IC,IC4807,,,,G,Galaxy,19:02:17.66,-56:55:52.3,Pav,1.01,0.68,14,14.2,,11.62,10.79,10.56,22.64,SBc,,,,,2MASX J19021765-5655523,,,,
IC,IC2735,,,,G,Galaxy,11:21:03.90,+34:20:38.2,UMa,1.18,0.25,100,15.4,,11.46,10.65,10.3,23.36,Sab,,,,,2MASX J11210388+3420388,,,,
NGC,NGC4886,,NGC4882,,G,Galaxy,13:00:04.44,+27:59:15.3,Com,0.8,0.7,112,15.1,14.29,12.13,11.44,11.05,23.16,E,,,,,MCG +05-31-076,,,,
IC,IC4809,,,,G,Galaxy,19:04:05.38,-62:11:38.7,Pav,1.01,0.6,11,15.07,,12.39,12.06,11.53,23.77,,,,,,2MASX J19040540-6211385,,,,
IC,IC2746,,,,G,Galaxy,11:21:36.42,+11:44:13.5,Leo,0.53,0.34,166,16.72,,14,13.18,12.97,24.18,E,,,,,2MASX J11213641+1144142,,,,
NGC,NGC4887,,,,G,Galaxy,13:00:39.26,-14:39:58.5,Vir,1.14,0.59,155,14,,11.73,11.24,10.9,23.1,S0-a,,,,,2MASX J13003924-1439585,,,,
IC,IC4811,,,,G,Galaxy,19:05:44.67,-67:08:01.8,Pav,0.62,0.49,106,15.75,,13.01,12.36,12.16,23.25,Sbc,,,,,2MASX J19054467-6708018,,,,
IC,IC2748,,,,G,Galaxy,11:21:44.04,+08:48:17.9,Leo,0.54,0.43,91,16.63,,13.14,12.59,12.25,24.15,E,,,,,2MASX J11214406+0848182,,,,
NGC,NGC4888,,,,G,Galaxy,13:00:36.26,-06:04:30.7,Vir,1.55,0.79,107,15,,10.76,9.99,9.96,23.7,Sa,,,,,2MASX J13003582-0604290,,,,
IC,IC4813,,,,G,Galaxy,19:05:41.71,-66:31:19.4,Pav,1.31,0.64,34,14.46,12.57,,,,23.8,,,,,,ESO 104-035,,,,
IC,IC2752,,,,G,Galaxy,11:22:01.94,+14:07:28.2,Leo,0.63,0.19,100,16.73,,,,,24.58,E,,,,,2MASX J11220194+1407279,,,,
NGC,NGC4891,,,,*,Star,13:00:46.99,-13:25:33.4,Vir,,,,,,,,,,,,,,,,,This NGC number is often mistakenly applied to the galaxy NGC 4897.,,
IC,IC4814,,,,G,Galaxy,19:04:58.89,-58:34:45.8,Pav,1.5,0.6,95,14.34,,11.89,11.34,10.95,23.3,Sb,,,,,2MASX J19045886-5834454,,,,
IC,IC2753,,,,G,Galaxy,11:21:59.71,+09:52:41.0,Leo,0.32,0.31,80,16.66,,,,,23.09,E,,,,,2MASX J11215967+0952412,,,,
NGC,NGC4894,,,,G,Galaxy,13:00:16.52,+27:58:03.1,Com,0.6,0.28,36,16.11,15.04,12.88,12.2,11.88,23.64,S0,,,,,2MASX J13001655+2758032,,,,
IC,IC4815,,,,G,Galaxy,19:06:50.61,-61:42:04.9,Pav,1.12,0.77,167,14.37,,11.32,10.61,10.37,23.36,S0,,,,,2MASX J19065059-6142046,,,,
IC,IC2755,,,,*,Star,11:22:02.41,+13:47:35.2,Leo,,,,,,,,,,,,,,,SDSS J112202.40+134735.2,,,,
NGC,NGC4897,,,,G,Galaxy,13:00:52.95,-13:26:59.3,Vir,2.65,2.12,153,12.8,,10.5,9.77,9.58,23.92,Sbc,,,,,2MASX J13005294-1326592,,,,
IC,IC4816,,,,Nova,Nova star,19:01:50.52,-13:09:42.6,Sgr,,,,4.5,,15.61,15.33,14.84,,,,,,,2MASS J19015056-1309420,,,,
IC,IC2763,,,,G,Galaxy,11:22:18.56,+13:03:54.2,Leo,1.44,0.39,98,14.9,,13.24,12.82,12.53,23.53,Sc,,,,,2MASX J11221838+1303543,,,,
NGC,NGC4902,,,,G,Galaxy,13:00:59.73,-14:30:49.1,Vir,2.63,2.37,78,12,,9.38,8.56,8.32,22.57,Sb,,,,,2MASX J13005972-1430492,,,,
IC,IC4817,,,,G,Galaxy,19:06:12.35,-56:09:33.7,Tel,1.46,0.48,14,14.52,,12.27,11.48,11.35,23.22,Sbc,,,,,2MASX J19061235-5609334,,,,
IC,IC2767,,,,G,Galaxy,11:22:23.19,+13:04:40.1,Leo,0.87,0.3,90,14.89,,,,,24.52,S?,,,,,MCG +02-29-021 NOTES01,,,,
NGC,NGC4907,,,,G,Galaxy,13:00:48.80,+28:09:30.0,Com,1,0.9,32,14.6,13.81,11.54,10.86,10.53,23.18,Sb,,,,,2MASX J13004875+2809296,,,,
IC,IC4819,,,,G,Galaxy,19:07:07.30,-59:28:01.0,Pav,3,0.37,123,14.15,,,,,23.68,Sc,,,,,ESO 141-027,,,,
IC,IC2769,,,,G,Galaxy,11:22:25.65,+14:11:45.2,Leo,0.43,0.32,166,15.6,,13.82,12.94,13.05,22.79,Sb,,,,,2MASX J11222564+1411453,,,,
NGC,NGC4914,,,,G,Galaxy,13:00:42.95,+37:18:55.0,CVn,2.69,1.31,154,12.7,,9.59,8.9,8.65,23.48,E,,,,,2MASX J13004296+3718552,,,,
IC,IC4820,,,,G,Galaxy,19:09:13.51,-63:27:55.8,Pav,1.36,0.88,97,14.69,9.2,14.96,14.01,13.98,24.2,Scd,,,,,2MASX J19091355-6327557,,,,
IC,IC2776,,,,G,Galaxy,11:22:39.99,+13:19:49.9,Leo,0.87,0.44,160,15.15,,,,,23.37,Sc,,,,,2MASX J11223998+1319495,,,,
NGC,NGC4920,,,IC4134,G,Galaxy,13:02:04.15,-11:22:42.3,Vir,1.08,0.83,170,14,,,,,22.82,I,,,,,2MASX J13020525-1122378,,,,
IC,IC4823,,,,G,Galaxy,19:12:15.75,-63:58:33.1,Pav,1.23,0.87,18,14.69,,10.71,10.03,10.04,23.79,S0-a,,,,,2MASX J19121580-6358361,,,,
IC,IC2779,,,,G,Galaxy,11:22:44.51,+13:20:43.1,Leo,0.3,0.26,179,14.9,,,,,23.48,Sd,,,,,MCG +02-29-022 NED02,,,,
NGC,NGC4922,,,,GPair,Galaxy Pair,13:01:24.90,+29:18:40.0,Com,1.1,,,,,,,,,,,,,,MCG +05-31-099,,,,
IC,IC4825,,,,G,Galaxy,19:17:15.63,-72:44:55.5,Pav,0.51,0.42,58,15.64,,13.1,12.23,12.12,22.76,Sbc,,,,,2MASX J19171564-7244556,,,,
IC,IC2782,,,,G,Galaxy,11:22:55.36,+13:26:28.6,Leo,0.94,0.84,19,15.2,,13.93,13.21,13.08,23.71,Sd,,,,,2MASX J11225519+1326266,,,,
NGC,NGC4924,,,,G,Galaxy,13:02:12.85,-14:58:11.4,Vir,1.77,1.35,58,13.7,,10.91,10.26,9.97,23.73,S0-a,,,,,2MASX J13021285-1458115,,,,
IC,IC4827,,,,G,Galaxy,19:13:21.24,-60:51:36.6,Pav,3.05,0.69,166,13.26,,9.74,9.19,8.81,23.54,Sab,,,,,2MASX J19132127-6051367,,,,
IC,IC2784,,,,G,Galaxy,11:23:11.63,+13:07:03.8,Leo,0.65,0.38,17,16.37,,13.25,12.67,12.26,23.83,SBab,,,,,2MASX J11231160+1307041,,,,
NGC,NGC4925,,,,G,Galaxy,13:02:07.39,-07:42:38.8,Vir,1.18,0.87,119,14,,10.88,10.23,9.98,23.51,S0,,,,,2MASX J13020740-0742388,,,,
IC,IC4838,,,,G,Galaxy,19:16:46.11,-61:36:52.2,Pav,1.36,0.62,63,14.16,13.94,11.67,11.04,10.67,23.08,Sbc,,,,,2MASX J19164612-6136521,,,,
IC,IC2788,,,,G,Galaxy,11:23:26.97,+12:41:52.9,Leo,0.42,0.25,156,18.15,,,,,24.98,,,,,,PGC 1414481,,,,
NGC,NGC4931,,,,G,Galaxy,13:03:00.88,+28:01:56.9,Com,1.65,0.62,77,14.4,,11.18,10.47,10.31,24.23,S0,,,,,2MASX J13030089+2801573,,,,
IC,IC4840,,,,G,Galaxy,19:15:51.69,-56:12:32.7,Tel,1.13,0.66,130,14.37,14,11.47,10.76,10.48,23.27,S0-a,,,,,2MASX J19155168-5612326,,,,
IC,IC2793,,,,GPair,Galaxy Pair,11:23:47.39,+09:26:59.2,Leo,0.5,,,,,,,,,,,,,,,,,Diameter of the group inferred by the author.,
NGC,NGC4932,,,,G,Galaxy,13:02:37.71,+50:26:18.3,CVn,1.44,1.08,1,14.7,,12.04,11.25,11.07,23.88,Sc,,,,,2MASX J13023767+5026181,,,,
IC,IC4842,,,,G,Galaxy,19:19:24.47,-60:38:39.3,Pav,2.22,1.14,21,13.45,12.29,10.28,9.57,9.37,23.99,E,,,,,2MASX J19192446-6038392,,,,
IC,IC2794,,,,*,Star,11:24:03.65,+12:47:27.5,Leo,,,,,,,,,,,,,,,SDSS J112403.65+124727.5,,The IC identification is uncertain.,,
NGC,NGC4933,,,,GTrpl,Galaxy Triplet,13:03:57.90,-11:29:52.0,Vir,3.5,,,,,,,,,,,,,,,,,Diameter of the group inferred by the author.,
IC,IC4843,,,,G,Galaxy,19:19:21.69,-59:18:31.9,Pav,1.15,0.26,91,15.12,,12.81,12.22,11.7,23.12,SBbc,,,,,2MASX J19192167-5918315,,,,
IC,IC2796 NED01,,,,G,Galaxy,11:24:08.39,+09:20:44.6,Leo,0.51,0.26,5,17.44,,,,,24.23,Sb,,,,,2MASX J11240837+0920442,,,,
NGC,NGC4933A,,,IC4173,G,Galaxy,13:03:54.73,-11:30:18.2,Vir,0.74,0.74,40,13,,9.39,8.69,8.43,22.18,E,,,,,MCG -02-33-101,,,,
IC,IC4845,,,,G,Galaxy,19:20:22.49,-60:23:21.0,Pav,1.95,1.46,83,12.87,11.57,9.86,9.17,8.92,22.34,SBb,,,,,2MASX J19202250-6023208,,,,
IC,IC2796 NED02,,,,G,Galaxy,11:24:08.42,+09:20:34.5,Leo,0.37,0.17,17,18.19,,,,,24.79,,,,,,PGC 1363734,,,,
NGC,NGC4933B,,,IC4176,G,Galaxy,13:03:56.74,-11:29:53.0,Vir,4.37,1.88,46,15,,,,,24.41,S0-a,,,,,2MASX J13035697-1129475,,,,
IC,IC4847,,,,G,Galaxy,19:23:32.01,-65:30:24.0,Pav,0.97,0.69,142,14.97,,12.41,11.71,11.51,23.59,S0,,,,,2MASX J19233202-6530239,,,,
IC,IC2797,,,,G,Galaxy,11:24:21.06,+11:42:21.4,Leo,0.76,0.47,136,16.41,,13.1,12.45,12.2,24.65,E,,,,,2MASX J11242105+1142212,,,,
NGC,NGC4936,,,,G,Galaxy,13:04:16.89,-30:31:34.5,Cen,2.85,2.43,6,11.76,12.23,8.68,7.98,7.73,23.12,E,,,,,2MASX J13041709-3031347,,,,
IC,IC4858,,,IC4857,Dup,Galaxy,19:28:39.18,-58:46:04.5,Pav,,,,,,,,,,,,,,,,,,,
IC,IC2806,,,,*,Star,11:25:15.30,+09:39:08.0,Leo,,,,,,,,,,,,,,,SDSS J112515.29+093907.9,,,,
NGC,NGC4941,,,,G,Galaxy,13:04:13.14,-05:33:05.8,Vir,3.29,2.7,23,13.18,12.23,9.09,8.44,8.22,23.09,SABa,,,,,2MASX J13041314-0533058,,,,
IC,IC4859,,,,G,Galaxy,19:30:46.66,-66:18:53.0,Pav,1.17,0.62,35,14.75,,11.68,10.94,10.64,23.27,SABb,,,,,2MASX J19304664-6618531,,,,
IC,IC2808,,,,*,Star,11:25:26.88,+09:07:55.4,Leo,,,,,,,,,,,,,,,SDSS J112526.87+090755.4,,,,
NGC,NGC4942,,,IC4136,G,Galaxy,13:04:19.11,-07:38:58.0,Vir,1.68,1.22,25,13.5,,11.66,10.97,10.45,23.25,SABc,,,,,2MASX J13041910-0738579,,,,
IC,IC4861,,,,G,Galaxy,19:29:16.72,-57:34:29.9,Pav,1.21,0.47,28,15.5,,12.72,11.96,11.7,24.02,Sc,,,,,2MASX J19291673-5734297,,,,
IC,IC2811,,,,G,Galaxy,11:25:44.65,+09:10:13.9,Leo,0.73,0.35,89,16.7,,,,,24.2,Sb,,,,,2MASX J11254464+0910132,,,,
NGC,NGC4943,,,,G,Galaxy,13:03:44.94,+28:05:03.2,Com,0.79,0.54,105,15.6,,12.36,11.62,11.4,23.64,S0,,,,,2MASX J13034495+2805029,,,,
IC,IC4863,,,,**,Double star,19:27:51.69,-36:13:00.8,Sgr,,,,11.93,11.38,10.34,10.03,9.96,,,,,,,,,,Main component is TYC 7436-294-1.,
IC,IC2812,,,,G,Galaxy,11:25:55.82,+11:31:47.7,Leo,0.52,0.23,24,16.94,,,,,23.62,Sc,,,,,PGC 1394991,,,,
NGC,NGC4944,,,,G,Galaxy,13:03:49.95,+28:11:08.6,Com,1.39,0.43,88,13.3,,10.92,10.27,10,22.69,Sa,,,,,2MASX J13034994+2811089,,,,
IC,IC4867,,,IC1301,Dup,Galaxy,19:26:31.98,+50:07:31.0,Cyg,,,,,,,,,,,,,,,,,,,
IC,IC2815,,,,G,Galaxy,11:26:16.55,+12:48:13.8,Leo,0.5,0.35,116,17.09,,,,,24.13,Sab,,,,,2MASX J11261657+1248136,,,,
NGC,NGC4946,,,,G,Galaxy,13:05:29.38,-43:35:28.1,Cen,2,1.67,135,13.31,,9.91,9.17,8.9,23.76,E,,,,,2MASX J13052940-4335279,,,,
IC,IC4868,,,,**,Double star,19:33:33.40,-45:53:33.7,Tel,,,,11.12,10.56,,,,,,,,,,HD 183845,,,,
IC,IC2818,,,,G,Galaxy,11:26:26.87,+12:55:15.4,Leo,0.46,0.34,94,17.31,,14.1,13.34,13.01,24.43,E,,,,,2MASX J11262683+1255156,,,,
NGC,NGC4947A,,,,G,Galaxy,13:04:20.83,-35:13:40.0,Cen,1.28,0.51,23,15.06,,14.48,13.61,13.71,23.53,SBm,,,,,2MASX J13042083-3513396,,,,
IC,IC4876,,,,G,Galaxy,19:37:42.77,-52:50:33.9,Tel,1.33,0.99,123,14.35,,11.78,11.18,10.79,23.33,SABc,,,,,2MASX J19374278-5250337,,,,
IC,IC2819,,,,G,Galaxy,11:26:27.44,+13:50:41.6,Leo,0.59,0.28,59,15.7,,14.07,13.31,13.17,23.25,Sc,,,,,2MASX J11262743+1350416,,,,
NGC,NGC4948,,,IC4156,G,Galaxy,13:04:55.96,-07:56:51.7,Vir,2.3,0.82,140,13.62,,11.67,10.99,10.75,23.2,SBcd,,,,,2MASX J13045595-0756517,,,,
IC,IC4880,,,,G,Galaxy,19:40:30.91,-56:24:36.6,Tel,1.99,0.49,115,14.31,,10.9,10.18,10.02,24.41,S0-a,,,,,2MASX J19403091-5624367,,,,
IC,IC2821,,,,G,Galaxy,11:26:34.88,+13:57:46.5,Leo,0.25,0.18,32,16.82,,,,,,E,,,,,2MASX J11263491+1357461,,,,
NGC,NGC4951,,,,G,Galaxy,13:05:07.70,-06:29:37.8,Vir,3.14,1.16,90,12.5,,9.94,9.22,8.96,22.96,SABc,,,,,2MASX J13050769-0629377,,,,
IC,IC4881,,,,G,Galaxy,19:40:26.02,-55:51:27.8,Tel,1.1,0.87,152,14.59,,11.75,11.25,10.91,23.31,SBbc,,,,,2MASX J19402602-5551277,,,,
IC,IC2824,,,,*,Star,11:27:04.87,+14:05:07.0,Leo,,,,,,,,,,,,,,,SDSS J112704.86+140507.0,,,,
NGC,NGC4953,,,,G,Galaxy,13:06:10.47,-37:35:08.7,Cen,1.84,0.99,51,14.12,,10.96,10.24,9.98,24.13,S0-a,,,,,2MASX J13061048-3735086,,,,
